Abandono,Género,AdultoMayor,Pareja,Dependientes,PermanenciaMeses,ServicioTeléfono,LíneasMúltiples,SeguridadEnLínea,RespaldoEnLínea,ProtecciónDispositivo,SoporteTécnico,StreamingTV,StreamingPelículas,FacturaciónElectrónica,CargoMensual,CargoTotal,Internet_DSL,Internet_FibraÓptica,Contrato_Mensual,Contrato_1Año,Contrato_2Años,Pago_TransferenciaAutomática,Pago_TarjetaAutomática,Pago_ChequeElectrónico,Pago_ChequeCorreo,CargoDiario,Abandono_Label
1,1,0,1,0,-0.8688004257430162,1,1,0,0,0,0,0,0,1,0.3395536541178158,-0.6411878495727222,0,1,1,0,0,0,0,1,0,0.33955365411781596,Abandono
0,0,0,0,0,-0.2583018574392774,1,0,0,0,0,0,0,0,1,0.14371927555536487,-0.20451384378934598,0,1,1,0,0,0,1,0,0,0.14371927555536518,Permanencia
0,0,0,1,1,1.6138937520255214,1,0,1,0,1,1,1,1,1,0.5221111256590834,1.5913215139007206,1,0,0,0,1,1,0,0,0,0.5221111256590834,Permanencia
0,1,1,1,0,-0.0955022392249471,1,1,0,0,0,1,1,1,1,1.2208083576488438,0.2815862161866938,0,1,1,0,0,0,0,1,0,1.2208083576488438,Permanencia
1,1,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,0,-1.4992979683160437,-0.9967863644090964,0,0,1,0,0,0,0,0,1,-1.499297968316043,Abandono
1,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,1,0.20346535715068872,-0.9741575685136602,0,1,1,0,0,0,0,1,0,0.20346535715068872,Abandono
0,0,0,1,1,1.4510941338111911,1,1,1,1,1,1,0,1,1,0.4557265905531679,1.347168716081539,1,0,0,1,0,0,0,1,0,0.4557265905531681,Permanencia
0,0,1,1,0,1.2475946110432783,1,1,0,1,1,0,1,1,1,1.2871928927547593,1.852699545242646,0,1,1,0,0,0,0,1,0,1.2871928927547596,Permanencia
0,1,0,1,1,1.1254948973825305,1,0,1,1,0,1,1,1,1,0.47564195108494234,1.051648992686849,1,0,1,0,0,0,1,0,0,0.4756419510849423,Permanencia
0,1,0,1,1,-0.5432011893143556,1,0,0,0,0,0,0,0,0,-1.464446087385438,-0.8223726042325755,0,0,1,0,0,0,0,0,1,-1.4644460873854375,Permanencia
1,0,0,1,1,-0.8281005211894337,1,0,0,0,0,0,0,0,0,-1.4909999014278041,-0.9041318112348977,0,0,0,1,0,1,0,0,0,-1.4909999014278035,Abandono
1,0,0,0,0,0.35219671086446136,1,0,0,0,0,0,0,0,0,0.18354999661891427,0.2597073024164474,0,1,1,0,0,1,0,0,0,0.1835499966189145,Abandono
0,0,0,0,1,-0.29900176199286005,1,0,0,1,0,1,0,0,1,-0.3309301504519308,-0.44681399165217606,1,0,0,1,0,0,1,0,0,-0.33093015045193064,Permanencia
0,0,0,0,0,1.573193847471939,1,1,1,1,1,1,1,1,1,1.6074982746408017,2.5204916330808738,0,1,0,0,1,0,1,0,0,1.6074982746408017,Permanencia
1,1,0,1,0,0.9626952791682001,1,1,0,0,0,0,0,0,1,-1.3134212700194803,-0.4199946779983255,0,0,0,0,1,0,1,0,0,-1.3134212700194798,Abandono
0,0,0,1,1,-0.990900139403764,1,0,0,0,0,0,0,0,0,-1.449509566986607,-0.943765287086846,0,0,1,0,0,0,1,0,0,-1.4495095669866065,Permanencia
0,1,0,0,0,-0.5025012847607729,1,0,0,0,0,0,0,0,0,0.1935076768848015,-0.34659445115620846,0,1,1,0,0,0,1,0,0,0.1935076768848016,Permanencia
0,1,0,0,0,0.4335965199716265,1,0,0,0,0,0,0,0,0,-1.4992979683160437,-0.6189339947398808,0,0,0,0,1,0,0,0,1,-1.499297968316043,Permanencia
0,0,0,1,0,-0.6246009984215207,0,0,0,1,1,0,0,0,1,-0.9649024607134239,-0.7204327459199958,1,0,1,0,0,0,1,0,0,-0.9649024607134236,Permanencia
0,0,0,1,1,0.4742964245252091,1,0,0,0,0,0,0,0,0,-1.4976383549383956,-0.6612361687432404,0,0,1,0,0,0,0,0,1,-1.4976383549383954,Permanencia
0,0,0,0,0,-1.2350995667252596,1,0,0,0,0,0,0,0,0,-1.5009575816936913,-0.9932575073493792,0,0,1,0,0,0,0,0,1,-1.500957581693691,Permanencia
0,0,0,1,1,1.573193847471939,1,0,0,0,0,0,0,0,0,-1.4876806746725084,-0.3890510126559307,0,0,0,0,1,0,1,0,0,-1.487680674672508,Permanencia
0,0,0,1,1,1.6138937520255214,1,0,1,1,1,1,1,1,1,1.458133070652492,2.4027380840694366,0,1,0,0,1,1,0,0,0,1.458133070652492,Permanencia
0,0,0,0,0,-0.5839010938679381,1,0,0,0,0,0,0,0,0,-1.4959787415607477,-0.8326283450623785,0,0,1,0,0,0,0,0,1,-1.4959787415607475,Permanencia
0,0,1,1,0,0.7998956609538698,1,1,0,1,1,0,1,1,1,1.3867696954136326,1.4744281237975894,0,1,0,1,0,0,0,1,0,1.3867696954136324,Permanencia
0,0,1,1,0,1.4103942292576086,1,1,1,1,1,1,0,1,1,1.3502582011053792,2.0980433323194827,0,1,0,1,0,0,1,0,0,1.3502582011053794,Permanencia
0,0,0,1,1,0.9626952791682001,1,1,1,0,1,1,1,1,1,1.4896657248278014,1.6205007507132567,0,1,1,0,0,0,0,0,1,1.4896657248278016,Permanencia
1,1,0,1,1,-1.275799471278842,1,0,0,0,0,0,0,0,1,0.17193270297537924,-0.9745766202895015,0,1,1,0,0,0,0,0,1,0.17193270297537924,Abandono
0,1,0,1,1,1.4917940383647736,1,0,0,1,0,1,1,0,1,0.9104606560286891,1.8533612059413431,0,1,0,0,1,0,0,0,1,0.9104606560286891,Permanencia
0,1,0,1,1,-1.275799471278842,1,0,0,0,0,0,0,0,0,-1.489340288050156,-0.9966540322693571,0,0,0,1,0,0,1,0,0,-1.4893402880501558,Permanencia
1,1,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,0,-1.4793826077842689,-0.9965217001296177,0,0,1,0,0,0,0,0,1,-1.4793826077842684,Abandono
0,1,0,1,1,-0.29900176199286005,1,0,0,0,0,0,0,0,0,-1.4876806746725084,-0.782452408744525,0,0,0,1,0,0,0,1,0,-1.487680674672508,Permanencia
1,0,1,0,0,-1.275799471278842,1,1,0,0,0,0,0,1,1,0.6747955564026888,-0.9678938472326621,0,1,1,0,0,0,0,1,0,0.674795556402689,Abandono
0,1,0,1,0,0.9219953746146176,1,1,0,0,0,0,0,0,0,-1.2951655228653534,-0.3686056970661942,0,0,0,0,1,1,0,0,0,-1.295165522865353,Permanencia
0,0,0,1,1,0.8405955655074524,1,0,0,1,1,1,1,1,1,1.4448561636313086,1.6126049330421397,0,1,1,0,0,1,0,0,0,1.4448561636313086,Permanencia
0,0,0,1,0,1.084794992828948,1,0,0,0,0,0,0,0,0,-1.4727441542736772,-0.446527272016074,0,0,0,1,0,0,0,0,1,-1.472744154273677,Permanencia
1,1,1,1,0,-0.6653009029751032,1,1,0,0,1,0,1,1,1,1.12952962187821,-0.30513038070453175,0,1,1,0,0,0,0,1,0,1.1295296218782098,Abandono
0,0,0,0,1,-1.0316000439573465,1,0,0,0,0,0,0,0,1,0.21010381066128037,-0.7969207226893654,0,1,1,0,0,0,0,1,0,0.21010381066128042,Permanencia
0,0,1,1,0,-1.1943996621716768,0,0,0,1,0,0,0,0,1,-1.1275445717229167,-0.9688642829240844,1,0,1,0,0,0,0,1,0,-1.1275445717229164,Permanencia
0,1,1,1,0,1.2882945155968608,1,1,0,0,0,0,0,0,0,-1.2968251362430012,-0.2375307126543248,0,0,0,0,1,0,1,0,0,-1.296825136243001,Permanencia
0,0,0,1,1,0.7591957564002872,1,0,1,1,1,1,1,1,0,0.6897320768015199,0.9451436755532605,1,0,0,0,1,0,1,0,0,0.68973207680152,Permanencia
1,1,0,0,1,-1.275799471278842,1,0,0,0,0,0,0,0,0,0.1669538628424354,-0.9746427863593713,0,1,1,0,0,1,0,0,0,0.16695386284243569,Abandono
0,0,0,1,1,1.4917940383647736,1,0,0,0,0,0,0,0,1,-1.4727441542736772,-0.3690468041986589,0,0,0,1,0,0,1,0,0,-1.472744154273677,Permanencia
1,0,0,1,1,-1.275799471278842,1,0,0,0,0,0,0,0,1,0.14537888893301268,-0.9749295059954733,0,1,1,0,0,0,0,0,1,0.14537888893301287,Abandono
0,1,0,1,0,0.2300969972037136,1,0,0,0,0,0,0,0,0,-1.4710845408960296,-0.6774468558613161,0,0,0,0,1,1,0,0,0,-1.4710845408960291,Permanencia
1,0,0,0,0,-1.1943996621716768,1,0,0,0,0,0,0,0,1,-1.4976383549383956,-0.9790538576840178,0,0,1,0,0,0,0,0,1,-1.4976383549383954,Abandono
0,1,0,1,1,0.9626952791682001,1,1,1,1,0,1,0,1,1,0.36942669491547747,0.8742357040095686,1,0,0,0,1,0,1,0,0,0.36942669491547775,Permanencia
0,1,0,1,0,1.2475946110432783,1,1,1,1,1,1,0,1,0,0.5071746052602523,1.2178581601995278,1,0,0,1,0,0,1,0,0,0.5071746052602523,Permanencia
0,1,1,0,1,-0.8688004257430162,1,0,0,1,0,1,0,0,1,-0.3375686039625225,-0.740194345454412,1,0,1,0,0,0,0,1,0,-0.33756860396252236,Permanencia
0,0,0,1,1,-0.3397016665464426,1,0,0,0,0,0,0,0,1,-1.4943191281830999,-0.787481030054622,0,0,0,0,1,0,0,0,1,-1.4943191281830994,Permanencia
0,1,0,1,1,1.6138937520255214,1,0,1,1,0,1,1,1,0,1.353577427860675,2.3520989852624954,0,1,0,0,1,1,0,0,0,1.3535774278606747,Permanencia
0,0,0,1,1,1.4917940383647736,1,1,1,1,1,1,1,0,1,1.3403005208394916,2.18591187310644,0,1,0,1,0,0,1,0,0,1.3403005208394914,Permanencia
0,0,0,1,1,0.9626952791682001,1,1,0,0,1,0,1,1,1,1.1643815028088156,1.4274943249033507,0,1,0,1,0,0,1,0,0,1.1643815028088156,Permanencia
1,1,0,0,0,-0.6246009984215207,1,0,0,0,1,0,0,0,1,0.39598050895784404,-0.4259937349998447,0,1,1,0,0,0,0,1,0,0.3959805089578441,Abandono
0,0,0,1,1,-0.5839010938679381,1,1,0,0,0,0,0,0,0,-1.315080883397128,-0.8164176579443028,0,0,0,0,1,0,0,0,1,-1.3150808833971277,Permanencia
0,1,0,0,0,-0.8688004257430162,1,0,0,0,0,0,0,0,0,-1.4992979683160437,-0.9069769522392945,0,0,0,0,1,0,1,0,0,-1.499297968316043,Permanencia
0,0,0,1,1,0.5149963290787917,0,0,0,1,1,1,0,1,0,-0.45540115377552237,-0.006522907382589706,1,0,0,1,0,1,0,0,0,-0.4554011537755222,Permanencia
1,0,1,0,0,0.5963961381859568,1,1,0,1,0,1,1,0,1,1.0067182319322663,0.9815791246948404,0,1,1,0,0,0,0,1,0,1.0067182319322665,Abandono
0,0,0,1,0,1.166194801936113,1,1,0,1,0,0,1,1,1,1.2058718372500128,1.6285509558807365,0,1,0,0,1,1,0,0,0,1.2058718372500128,Permanencia
0,0,0,1,1,1.369694324704026,1,1,0,0,0,0,0,0,1,0.31631906683074523,1.1380398245800503,0,1,0,1,0,1,0,0,0,0.31631906683074545,Permanencia
0,0,0,0,0,0.39289661541804394,1,0,1,0,1,0,0,0,0,-0.3375686039625225,0.07753005670854865,1,0,1,0,0,0,1,0,0,-0.33756860396252236,Permanencia
0,0,0,1,1,0.9219953746146176,1,0,0,0,0,0,0,0,0,-1.5042768084489873,-0.5276909843895689,0,0,0,0,1,0,1,0,0,-1.504276808448987,Permanencia
0,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,1,-1.5092556485819308,-0.9969186965488359,0,0,1,0,0,1,0,0,0,-1.5092556485819306,Permanencia
0,0,0,1,0,1.4510941338111911,0,0,1,0,1,0,1,1,1,-0.34254744409546606,0.6371185649531984,1,0,0,1,0,0,0,1,0,-0.3425474440954659,Permanencia
0,0,0,1,1,-1.275799471278842,1,0,0,0,0,0,0,0,0,-1.4727441542736772,-0.9964334787031248,0,0,0,0,1,0,0,0,1,-1.472744154273677,Permanencia
0,1,0,1,0,-0.6246009984215207,0,0,0,1,0,0,1,1,1,-0.4952318748390718,-0.6364900586119738,1,0,1,0,0,0,0,0,1,-0.4952318748390715,Permanencia
0,0,0,1,0,-0.7060008075286859,1,1,0,0,0,0,0,0,1,-0.45208192702022654,-0.6917166715965474,1,0,1,0,0,0,0,1,0,-0.4520819270202263,Permanencia
0,1,0,1,1,-0.17690204833211226,1,1,0,1,0,0,0,1,0,-0.010624768565888364,-0.2104687900776187,1,0,1,0,0,0,0,1,0,-0.010624768565888126,Permanencia
0,1,1,1,0,-0.17690204833211226,1,1,0,1,0,1,1,1,1,1.363535108126562,0.31702917428022803,0,1,1,0,0,0,0,1,0,1.3635351081265619,Permanencia
0,1,0,1,1,0.3114968063108788,1,0,0,0,0,0,0,0,0,-1.4976383549383956,-0.648576394041505,0,0,0,0,1,0,0,0,1,-1.4976383549383954,Permanencia
0,0,0,0,0,1.2475946110432783,1,1,1,1,1,0,1,1,0,1.4448561636313086,1.9853404599747655,0,1,1,0,0,0,1,0,0,1.4448561636313086,Permanencia
1,0,1,0,0,-0.7060008075286859,1,1,0,1,0,0,0,1,0,0.8341184406568859,-0.37685440044328317,0,1,1,0,0,0,0,1,0,0.8341184406568858,Abandono
1,0,0,1,0,-0.7467007120822685,1,0,1,1,0,1,1,1,0,1.368513948259506,-0.41040059786721944,0,1,0,1,0,0,0,0,1,1.368513948259506,Abandono
1,1,0,0,1,0.8812954700610349,1,1,0,1,0,0,0,0,1,-0.3226320835636914,0.35877996436800685,1,0,1,0,0,0,1,0,0,-0.3226320835636913,Abandono
0,1,0,0,0,0.27079690175729615,1,0,1,0,1,0,1,1,1,1.1859564767182382,0.6715469766420639,0,1,0,0,1,0,0,1,0,1.1859564767182385,Permanencia
0,0,0,1,1,0.6370960427395395,0,0,1,1,0,1,0,0,0,-0.8404314573898323,-0.13261338119760868,1,0,0,0,1,0,0,0,1,-0.840431457389832,Permanencia
0,1,1,1,0,-1.0722999485109292,1,1,0,0,1,0,0,0,1,0.5337284193026184,-0.8037799385991907,0,1,1,0,0,0,0,1,0,0.5337284193026186,Permanencia
1,0,0,0,0,-0.6653009029751032,1,0,0,1,0,1,0,0,1,-0.35914357787194495,-0.6374604943033959,1,0,1,0,0,0,0,0,1,-0.35914357787194473,Abandono
0,0,0,0,1,0.4742964245252091,1,1,0,1,0,0,1,1,1,0.4258535497555057,0.5257169586492519,1,0,0,1,0,0,0,0,1,0.4258535497555059,Permanencia
1,1,0,1,1,-1.275799471278842,1,0,0,0,0,0,0,0,1,0.19682690364009756,-0.9742457899401531,0,1,1,0,0,0,0,0,1,0.19682690364009747,Abandono
0,1,0,1,0,1.4917940383647736,1,0,1,1,0,0,0,0,1,-0.36744164476018437,0.6727379658997186,1,0,0,1,0,0,1,0,0,-0.36744164476018415,Permanencia
0,0,1,0,0,0.677795947293122,1,0,0,0,0,0,0,0,0,-0.6943854801568182,-0.07641633252161277,1,0,1,0,0,0,0,0,1,-0.6943854801568179,Permanencia
0,0,0,0,0,-0.3397016665464426,1,1,0,0,0,0,0,0,0,-1.3316770171736068,-0.7384299169245534,0,0,0,1,0,1,0,0,0,-1.3316770171736065,Permanencia
0,1,1,1,0,1.573193847471939,1,1,0,0,0,0,0,0,0,-1.3532519910830294,-0.2307376628143692,0,0,0,0,1,1,0,0,0,-1.353251991083029,Permanencia
0,1,0,1,1,1.166194801936113,1,0,0,1,0,1,1,1,1,1.1195719416123229,1.7052815415729616,0,1,0,1,0,1,0,0,0,1.1195719416123229,Permanencia
0,0,0,0,0,-0.5839010938679381,1,0,0,0,0,0,0,0,0,-1.4810422211619167,-0.8258573505790463,0,0,0,1,0,0,0,0,1,-1.4810422211619165,Permanencia
0,1,0,1,0,-0.21760195288569487,1,0,0,1,0,1,0,0,1,-0.3624628046272408,-0.3923372607927923,1,0,1,0,0,0,0,1,0,-0.36246280462724056,Permanencia
0,0,0,1,1,1.2882945155968608,1,1,0,1,1,1,1,1,1,1.5510714198007736,2.200093467415178,0,1,0,1,0,0,0,1,0,1.5510714198007736,Permanencia
0,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,0,-1.489340288050156,-0.9966540322693571,0,0,1,0,0,0,0,0,1,-1.4893402880501558,Permanencia
0,0,0,1,1,0.7184958518467046,1,1,0,1,1,1,1,1,1,0.6449225156050271,0.8315365335869909,1,0,0,1,0,0,1,0,0,0.6449225156050271,Permanencia
0,0,0,1,0,-0.0955022392249471,1,0,0,1,1,1,0,1,0,0.18354999661891427,-0.035459535272270436,1,0,0,1,0,1,0,0,0,0.1835499966189145,Permanencia
0,1,0,0,0,1.0033951837217827,0,0,0,0,1,1,1,1,0,-0.3773993250260716,0.3576330858235988,1,0,0,0,1,0,1,0,0,-0.3773993250260715,Permanencia
0,0,0,0,0,-0.6246009984215207,1,1,0,0,0,0,0,0,0,-1.3250385636630155,-0.7957738441449573,0,0,1,0,0,0,0,0,1,-1.325038563663015,Permanencia
0,0,0,0,0,0.7591957564002872,1,0,0,0,0,0,1,1,0,0.7577762252850833,0.9689414053497281,0,1,0,1,0,0,1,0,0,0.7577762252850835,Permanencia
1,1,0,0,0,-1.2350995667252596,0,0,0,0,0,1,0,0,0,-1.1574176125205786,-0.9720623096344532,1,0,1,0,0,1,0,0,0,-1.1574176125205782,Abandono
1,0,0,0,0,-1.2350995667252596,1,1,0,0,0,0,0,1,1,0.6963705303121116,-0.9305100177562834,0,1,1,0,0,0,0,1,0,0.6963705303121117,Abandono
0,0,0,1,1,1.1254948973825305,1,1,1,1,0,0,1,0,0,0.9768451911346047,1.5582164236092488,0,1,0,1,0,1,0,0,0,0.9768451911346048,Permanencia
1,0,0,1,1,1.4103942292576086,1,1,1,0,1,1,1,1,1,1.4614522974077875,2.1512408524947184,0,1,0,0,1,0,1,0,0,1.4614522974077875,Abandono
0,1,0,0,0,0.02659747443580066,0,0,0,1,0,0,1,0,1,-0.8503891376557196,-0.42800077245255885,1,0,0,1,0,0,0,1,0,-0.8503891376557191,Permanencia
0,1,0,0,0,0.2300969972037136,1,0,1,1,0,1,1,0,0,0.1951672902624493,0.1891963272919736,1,0,0,1,0,0,0,0,1,0.19516729026244933,Permanencia
0,0,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,0,-1.492659514805452,-0.9966981429826036,0,0,1,0,0,0,0,1,0,-1.4926595148054518,Permanencia
1,1,0,0,0,-1.275799471278842,1,1,0,0,0,0,0,0,1,0.3395536541178158,-0.9723490292705552,0,1,1,0,0,0,0,1,0,0.33955365411781596,Abandono
0,0,0,1,1,-0.6653009029751032,1,0,0,0,0,0,0,0,0,-1.4710845408960296,-0.8636381764746431,0,0,1,0,0,0,0,1,0,-1.4710845408960291,Permanencia
0,1,1,1,0,1.6138937520255214,1,1,0,1,1,1,1,1,1,1.4946445649607454,2.493672319427023,0,1,0,0,1,1,0,0,0,1.4946445649607452,Permanencia
0,1,0,1,1,0.35219671086446136,1,1,1,1,1,0,1,0,1,0.3262767470966325,0.32829946151469985,1,0,1,0,0,0,1,0,0,0.32627674709663257,Permanencia
0,0,0,1,1,1.3289944201504433,1,1,1,0,1,1,1,1,0,1.4797080445619142,2.2312356309671824,0,1,0,0,1,0,0,1,0,1.479708044561914,Permanencia
0,0,0,1,1,1.6138937520255214,1,0,0,0,0,0,0,0,0,-1.4992979683160437,-0.3598717758433943,0,0,0,0,1,1,0,0,0,-1.499297968316043,Permanencia
0,0,1,1,0,1.4103942292576086,1,0,0,0,0,0,0,0,1,-1.4827018345395648,-0.44826964518930934,0,0,0,0,1,1,0,0,0,-1.4827018345395642,Permanencia
0,1,0,0,0,0.677795947293122,1,1,0,1,0,1,1,1,1,1.3917485355465764,1.2742757624417562,0,1,0,1,0,1,0,0,0,1.3917485355465764,Permanencia
0,1,0,1,0,-0.5432011893143556,1,1,1,1,0,1,0,0,1,0.7992665597262804,-0.2677244958715298,0,1,1,0,0,0,1,0,0,0.7992665597262805,Permanencia
0,0,0,1,0,1.4917940383647736,1,1,0,1,1,0,0,0,1,0.6864128500462243,1.5836241944392122,0,1,1,0,0,1,0,0,0,0.6864128500462242,Permanencia
0,1,0,1,0,0.5963961381859568,1,1,0,0,0,0,0,0,0,-1.3051232031312407,-0.5029007635450558,0,0,1,0,0,0,0,1,0,-1.3051232031312403,Permanencia
0,1,0,1,1,0.8405955655074524,1,1,1,1,0,0,0,1,0,0.1652942494647876,0.6205329367725277,1,0,0,0,1,1,0,0,0,0.16529424946478755,Permanencia
0,0,0,1,0,-0.21760195288569487,1,1,0,0,1,0,0,1,0,0.8440761209227736,0.06356901596604257,0,1,1,0,0,1,0,0,0,0.8440761209227738,Permanencia
0,0,0,0,0,-0.8688004257430162,1,1,0,0,1,0,1,0,1,0.8125434667474637,-0.5685816155690415,0,1,1,0,0,0,0,1,0,0.8125434667474639,Permanencia
0,0,0,1,1,-0.17690204833211226,1,1,0,0,0,1,0,1,1,0.8540338011886609,0.10143806328813237,0,1,0,1,0,0,0,1,0,0.8540338011886609,Permanencia
0,1,0,1,1,0.8405955655074524,1,1,1,1,0,1,0,0,0,-0.0189228354541278,0.5347375995081541,1,0,0,1,0,1,0,0,0,-0.018922835454127533,Permanencia
0,0,0,0,0,-0.5432011893143556,1,0,0,0,0,0,0,0,0,-1.4760633810289732,-0.8361792574787189,0,0,0,1,0,0,1,0,0,-1.4760633810289727,Permanencia
0,1,0,0,0,-1.1943996621716768,1,0,0,0,0,0,0,0,1,-1.5026171950713392,-0.9748633399256036,0,0,0,1,0,0,0,0,1,-1.5026171950713387,Permanencia
0,0,0,1,0,-0.3804015711000252,1,0,0,0,0,1,1,0,0,-0.15667074579890264,-0.4111725353490326,1,0,0,1,0,1,0,0,0,-0.15667074579890247,Permanencia
1,1,0,1,0,-0.9095003302965988,1,0,0,0,0,0,1,0,1,0.5055149918826045,-0.6272929749000858,0,1,1,0,0,0,0,1,0,0.5055149918826045,Abandono
0,1,0,1,1,1.2475946110432783,1,1,1,1,1,1,1,1,1,0.8191819202580554,1.4637533311919446,1,0,0,0,1,0,1,0,0,0.8191819202580551,Permanencia
1,0,0,0,0,0.2300969972037136,1,0,1,1,1,0,0,0,1,0.6366244487167877,0.4209540146888986,0,1,1,0,0,0,1,0,0,0.6366244487167878,Abandono
0,1,0,1,0,1.166194801936113,0,0,1,0,1,1,1,1,1,-0.08530737056004353,0.6614676786652468,1,0,0,0,1,0,0,0,1,-0.08530737056004323,Permanencia
0,0,0,1,0,-0.21760195288569487,1,1,0,0,0,0,1,1,0,1.0050586185546184,0.0808383602020335,0,1,1,0,0,0,1,0,0,1.0050586185546184,Permanencia
0,1,0,0,0,-1.275799471278842,1,0,0,0,0,0,0,0,0,-1.4959787415607477,-0.99674225369585,0,0,1,0,0,1,0,0,0,-1.4959787415607475,Permanencia
1,1,0,0,0,-0.787400616635851,1,0,0,0,0,0,1,1,1,0.8756087750980831,-0.5044446385086819,0,1,1,0,0,0,0,1,0,0.8756087750980832,Abandono
0,1,0,0,0,1.166194801936113,1,1,1,0,1,0,1,1,0,1.3037890265312382,1.8015531732333705,0,1,0,1,0,0,0,1,0,1.3037890265312384,Permanencia
1,1,0,0,0,-1.0316000439573465,1,1,0,0,0,0,0,0,0,0.29474409292132253,-0.7760342999671644,0,1,1,0,0,0,0,1,0,0.29474409292132264,Abandono
0,0,1,0,0,-1.1536997576180943,1,1,0,0,0,0,0,0,1,0.3229575203413369,-0.8755260136945653,0,1,1,0,0,0,0,1,0,0.3229575203413371,Permanencia
0,0,1,0,0,-0.990900139403764,1,1,0,0,0,0,0,1,0,0.6797743965356327,-0.6985097214365029,0,1,1,0,0,0,0,1,0,0.679774396535633,Permanencia
0,0,0,1,0,-0.8281005211894337,1,0,1,0,0,1,0,0,0,-0.3491858976060575,-0.7008255338819424,1,0,1,0,0,1,0,0,0,-0.34918589760605717,Permanencia
1,0,0,0,0,-1.0316000439573465,1,0,0,0,0,1,1,0,1,-0.1732668795753815,-0.8219314971001108,1,0,1,0,0,0,0,0,1,-0.17326687957538128,Abandono
0,0,0,1,0,0.9626952791682001,1,0,1,0,1,0,0,0,0,0.5171322855261395,0.9855931996002685,0,1,0,0,1,1,0,0,0,0.5171322855261398,Permanencia
0,0,0,1,1,0.7998956609538698,1,1,0,0,0,0,0,0,0,-1.3831250318806916,-0.4517764468924033,0,0,0,0,1,0,0,0,1,-1.3831250318806911,Permanencia
1,1,0,1,1,-0.3804015711000252,1,1,0,0,0,0,0,0,1,-0.5433606627908604,-0.5346825324391334,1,0,0,1,0,0,1,0,0,-0.54336066279086,Abandono
0,1,0,1,1,-0.5025012847607729,1,0,0,0,1,0,0,0,1,-0.5018703283496632,-0.5908575257585061,1,0,1,0,0,0,0,1,0,-0.5018703283496629,Permanencia
0,1,0,1,1,1.4510941338111911,0,0,1,1,1,1,0,1,1,-0.2761629089895506,0.7362794483312507,1,0,0,0,1,0,0,0,1,-0.2761629089895504,Permanencia
0,1,0,0,0,-1.1943996621716768,1,0,1,0,0,0,0,1,1,0.7079878239556466,-0.8974049274648118,0,1,1,0,0,0,0,0,1,0.7079878239556465,Permanencia
1,0,0,0,0,-1.0722999485109292,1,0,0,0,0,1,0,0,1,-0.5002107149720154,-0.8874800169843573,1,0,1,0,0,1,0,0,0,-0.5002107149720151,Abandono
0,1,0,1,0,0.7184958518467046,1,0,0,0,0,0,0,0,0,-1.4661057007630858,-0.5344619788729011,0,0,0,0,1,0,0,0,1,-1.4661057007630853,Permanencia
0,1,0,0,0,1.1254948973825305,1,1,0,1,0,0,1,0,1,0.8357780540345342,1.398932638076265,0,1,1,0,0,1,0,0,0,0.8357780540345344,Permanencia
0,0,0,0,0,-1.1536997576180943,0,0,1,0,1,1,0,1,0,-0.5466798895461562,-0.9161960913078057,1,0,1,0,0,0,0,0,1,-0.5466798895461559,Permanencia
0,1,0,0,0,0.5149963290787917,1,1,1,0,1,1,1,1,1,1.4514946171419003,1.1845545716984471,0,1,1,0,0,0,1,0,0,1.4514946171419003,Permanencia
0,1,0,1,1,-0.29900176199286005,1,0,0,1,0,0,0,0,1,0.35780940127194244,-0.1668432946768653,0,1,1,0,0,0,0,1,0,0.3578094012719425,Permanencia
0,1,1,1,0,0.4335965199716265,1,0,0,1,1,0,1,1,1,1.189275703473534,0.8931150892790556,0,1,0,1,0,1,0,0,0,1.189275703473534,Permanencia
1,0,0,1,1,-0.8281005211894337,1,0,0,0,0,0,0,0,0,-1.5175537154701704,-0.9023894380616623,0,0,1,0,0,0,0,0,1,-1.51755371547017,Abandono
0,0,0,0,0,-0.9502002348501813,1,1,0,0,0,0,0,0,1,0.4026189624684352,-0.7127133711018646,0,1,1,0,0,0,0,1,0,0.40261896246843537,Permanencia
0,0,0,0,0,1.2068947064896955,1,0,1,0,0,1,0,1,1,0.012609818721181682,0.6914188529595963,1,0,0,0,1,0,0,0,1,0.012609818721181946,Permanencia
0,1,0,1,1,0.3114968063108788,1,0,0,0,0,0,0,0,1,-1.4710845408960296,-0.6766528630228797,0,0,1,0,0,1,0,0,0,-1.4710845408960291,Permanencia
0,1,0,0,1,-1.0722999485109292,1,1,0,0,0,0,0,0,0,-1.2735905489559307,-0.9242242411186622,0,0,1,0,0,0,0,0,1,-1.2735905489559305,Permanencia
0,1,0,1,1,-0.5025012847607729,1,0,0,0,0,0,0,0,0,-1.4827018345395648,-0.828967155862922,0,0,0,0,1,0,0,0,1,-1.4827018345395642,Permanencia
0,1,1,0,0,-0.6653009029751032,1,0,0,0,0,0,0,1,1,0.4656842708190551,-0.4680312447237255,0,1,1,0,0,0,0,1,0,0.46568427081905517,Permanencia
